host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within an hour,Ingleside,Apartment,Entire home/apt,Real Bed,strict,94112,100,89,500,185,10,0.53,1,2,1,0,0,0,12,287,7,94,0,0
within an hour,Ingleside,Apartment,Entire home/apt,Real Bed,strict,94112,100,89,500,185,8,0.18,1,2,1,1,0,0,29,304,4,100,0,0
within an hour,Ingleside,Apartment,Entire home/apt,Real Bed,strict,94112,100,89,500,185,8,0.3,1,2,1,1,0,4,4,85,7,100,0,0
within an hour,Balboa Terrace,House,Private room,Real Bed,strict,94127,100,89,500,55,59,0.63,1,4,1,1,0,0,0,147,24,93,0,0
within an hour,Ingleside,House,Private room,Real Bed,strict,94116,100,89,500,85,30,0.31,1,1,1,1,22,52,82,357,12,83,0,0
within an hour,Excelsior,House,Private room,Real Bed,strict,94112,92,90,500,15,0,1.64,0.95,2,1,1,14,40,70,345,30,96,0,0
within an hour,Excelsior,House,Private room,Real Bed,strict,94112,92,90,500,15,0,1.28,0.95,2,1,1,19,45,75,350,14,97,0,0
within a few hours,Pacific Heights,Apartment,Entire home/apt,Real Bed,strict,94115,100,90,500,70,0,3.55,0.98,2,1,0,2,11,16,22,33,84,0,0
within a few hours,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94114,83,90,500,120,0,0.97,0.8,2,1,0,0,29,59,149,25,90,1,1
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,100,900,500,200,25,0.27,1,8,3,3,2,13,28,293,13,98,1,1
within a day,Mission District,Apartment,Shared room,Futon,strict,94110,63,92,500,80,0,0.24,1,2,1,1,30,60,90,365,3,100,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,moderate,94110,74,95,500,25,25,0.43,1,2,1,1,2,18,48,48,2,100,1,1
within an hour,Bernal Heights,Condominium,Private room,Real Bed,strict,94110,100,98,500,30,30,2.28,1,2,0.5,1,22,46,76,344,172,97,1,1
within an hour,Outer Sunset,Apartment,Private room,Real Bed,flexible,94122,100,98,500,25,30,3.61,1,2,1,1,5,15,45,45,35,93,0,0
within an hour,Outer Sunset,Apartment,Private room,Real Bed,flexible,94122,100,98,500,25,30,1.68,1,2,1,1,7,18,48,48,6,100,0,0
within an hour,Inner Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,100,99,500,65,0,1.97,1,2,1,1,0,0,20,288,106,98,1,1
within an hour,Mission District,Apartment,Private room,Real Bed,strict,94110,100,99,500,25,35,2.99,1,4,1,1,28,55,85,356,41,96,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,strict,94110,100,99,500,25,35,3.21,1,3,1,1,16,44,74,106,44,94,0,0
within a few hours,Balboa Terrace,House,Private room,Real Bed,strict,94112,75,99,500,60,0,0.88,1,1,1,1,30,60,90,365,1,100,0,0
within an hour,Outer Sunset,House,Entire home/apt,Real Bed,strict,94122,86,190,549,75,25,0.61,1,6,1,1,28,54,84,359,1,80,0,0
within a day,Downtown,Apartment,Entire home/apt,Real Bed,strict,94109,100,165,550,50,0,0.34,0.8,1,1,1,7,7,7,99,22,94,0,0
within an hour,The Castro,Apartment,Entire home/apt,Real Bed,moderate,94114,100,248,550,75,0,5.7,1,2,1,0,10,28,53,131,83,99,0,0
within an hour,Marina,Apartment,Entire home/apt,Real Bed,strict,94123,100,256,550,120,50,0.71,1,2,1,1,0,0,29,304,21,97,0,0
within a few hours,Excelsior,House,Shared room,Real Bed,strict,94112,89,26,550,25,35,0.7,0.82,1,1,1,0,0,26,301,44,88,1,1
within a few hours,Duboce Triangle,Apartment,Entire home/apt,Real Bed,strict,94114,100,136,555,60,15,1.58,1,3,1,0,0,10,40,133,45,85,0,0
within an hour,Bernal Heights,Condominium,Entire home/apt,Real Bed,strict,94110,100,149,575,170,75,1.02,1,3,1,1,12,36,66,66,48,95,1,1
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,100,140,600,150,25,0.39,1,2,1,0,0,10,40,315,7,97,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,100,140,600,175,25,0.4,1,3,1,1,0,10,40,315,12,90,0,0
within an hour,Noe Valley,Apartment,Private room,Real Bed,flexible,94114,100,146,600,50,0,2.39,1,2,1,1,22,39,69,344,30,95,0,0
within a day,Gert Town,House,Entire home/apt,Real Bed,strict,94107,67,149,600,125,20,0.66,0.92,6,2,3,1,12,40,166,4,100,0,0
within an hour,Mission District,House,Private room,Real Bed,moderate,94110,100,150,600,55,30,1.87,1,2,1,1,2,32,62,337,24,98,0,0
within an hour,Mission District,House,Private room,Real Bed,moderate,94110,100,150,600,55,30,2.85,1,3,1,1,1,1,1,276,39,94,0,0
within an hour,Hayes Valley,Apartment,Entire home/apt,Real Bed,strict,94102,100,168,600,77,41,5.35,0.95,4,1.5,1,3,5,16,84,178,97,0,0
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,strict,94107,100,199,600,250,70,0.66,1,3,1,1,0,0,21,292,8,100,0,0
within a few hours,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,86,210,600,80,0,1.22,1,3,1,2,0,11,32,117,2,100,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94115,100,225,600,25,20,4.18,1,3,1,0,4,7,10,192,52,96,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,100,249,600,250,80,1.43,1,4,1,2,0,0,21,293,15,96,0,0
within a few hours,Excelsior,House,Shared room,Futon,strict,94112,89,25,600,25,25,0.34,0.82,1,1,1,2,21,21,59,21,88,1,1
within a few hours,Excelsior,House,Shared room,Futon,strict,94112,89,25,600,20,25,0.27,0.82,1,1,1,0,2,32,307,16,87,1,1
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,100,250,600,80,50,0.3,1,4,1,2,29,59,89,364,4,100,0,0
within a few hours,Balboa Terrace,House,Entire home/apt,Real Bed,strict,94127,86,260,600,160,20,0.89,1,6,1.5,3,6,21,34,309,30,95,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,100,260,600,230,80,0.83,1,3,1,1,0,0,0,0,19,98,0,0
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,100,265,600,80,10,1.5,0.7,4,1,1,0,0,27,27,86,91,0,0
within a few hours,Excelsior,House,Entire home/apt,Real Bed,moderate,94112,100,275,600,150,25,2.52,1,6,1,3,12,30,60,321,49,98,0,0
within a day,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,flexible,94117,81,289,600,175,0,0.44,0.82,4,1,2,5,28,57,324,3,100,0,0
within an hour,Lower Haight,Apartment,Entire home/apt,Real Bed,strict,94117,100,295,600,150,0,0.57,1,8,3,3,2,2,2,16,12,97,0,0
within a day,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,88,300,600,120,25,0.54,1,6,2,4,2,6,6,54,8,95,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94103,100,300,600,120,0,0.54,1,5,2,2,0,0,0,179,19,100,1,1
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,100,300,600,175,35,2.14,1,6,1,2,5,15,42,315,41,96,0,0
within an hour,Mission District,House,Entire home/apt,Real Bed,strict,94110,100,350,600,80,35,0.86,1,5,1,2,0,0,0,275,10,94,0,0
within a few hours,Richmond District,House,Entire home/apt,Real Bed,strict,94118,100,398,600,180,40,3.75,1,9,3,4,6,17,39,39,5,88,0,0
within a few hours,Cole Valley,Apartment,Entire home/apt,Real Bed,moderate,94117,88,400,600,120,25,0.83,1,6,2,3,0,5,10,10,4,95,0,0
within a few hours,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94117,100,400,600,150,0,0.59,1,5,1,2,7,7,7,8,14,96,0,0
within a day,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,flexible,94117,81,450,600,175,0,0.5,0.82,6,2,3,11,15,15,15,3,93,0,0
within a few hours,Glen Park,House,Entire home/apt,Real Bed,strict,94131,100,459,600,156,0,0.21,1,6,2.5,3,10,36,63,274,3,90,0,0
within a few hours,Pacific Heights,House,Entire home/apt,Real Bed,strict,94109,100,525,600,250,25,3.15,1,7,2.5,3,9,19,34,297,28,90,0,0
within an hour,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,100,138,650,130,20,4.5,0.97,6,1,2,4,18,45,314,6,100,0,0
within an hour,Pacific Heights,Condominium,Entire home/apt,Real Bed,strict,94115,100,175,650,150,40,3.01,1,2,1,1,3,16,35,268,34,99,0,0
within a day,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94102,100,180,650,50,30,0.36,1,1,1,1,0,0,9,284,4,75,0,0
within a few hours,The Castro,House,Private room,Real Bed,strict,94114,57,99,699,59,49,0.32,0.92,4,1,1,0,0,0,62,4,100,0,0
within a few hours,Financial District,Apartment,Entire home/apt,Real Bed,strict,94133,100,180,700,100,0,0.63,1,2,1,1,0,10,40,315,16,96,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94103,96,228,700,90,15,3.61,1,2,1,1,5,21,51,322,137,97,0,0
within an hour,Sunnyside,House,Entire home/apt,Real Bed,strict,94131,100,296,700,75,10,4.58,1,4,2,2,0,4,31,31,46,98,0,0
within an hour,Richmond District,Condominium,Entire home/apt,Real Bed,strict,94118,94,299,700,165,30,3.14,1,8,1.5,3,4,14,31,214,16,98,0,0
within a few hours,The Castro,Apartment,Entire home/apt,Real Bed,strict,94114,89,328,700,120,100,1.74,1,3,1,1,5,5,20,274,107,98,0,0
within an hour,Oceanview,Apartment,Entire home/apt,Real Bed,strict,94112,100,350,700,150,25,3.73,1,14,2,4,8,18,31,288,61,83,0,0
within an hour,Portola,House,Private room,Real Bed,strict,94134,100,398,700,175,30,2.21,1,9,3,1,4,15,28,123,20,98,0,0
within a few hours,Noe Valley,Apartment,Entire home/apt,Real Bed,moderate,94114,67,400,700,130,25,0.67,1,4,1,2,19,49,79,354,33,95,0,0
within a day,Noe Valley,House,Entire home/apt,Real Bed,strict,94114,100,400,700,175,0,0.22,1,5,2.5,3,5,7,7,178,8,97,0,0
within an hour,Noe Valley,House,Entire home/apt,Real Bed,strict,94131,100,450,700,100,0,0.08,1,6,3.5,4,3,4,4,4,3,100,0,0
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,100,500,700,150,50,0.63,0.88,6,2,3,0,0,29,299,22,95,0,0
within an hour,Balboa Terrace,Apartment,Entire home/apt,Real Bed,moderate,94127,100,110,750,60,20,0.86,1,4,1,1,0,2,16,103,5,85,0,0
within an hour,Pacific Heights,Apartment,Entire home/apt,Real Bed,strict,94115,100,122,750,150,40,1.09,1,1,1,1,7,9,25,294,8,98,0,0
within a few hours,Pacific Heights,Apartment,Entire home/apt,Real Bed,strict,94115,80,159,750,85,0,0.1,1,2,1,1,0,24,54,329,2,80,0,0
within a few hours,Hayes Valley,Apartment,Entire home/apt,Real Bed,strict,94102,100,160,750,125,0,0.6,1,2,1,1,0,4,16,274,25,97,0,0
within a few hours,Pacific Heights,Apartment,Entire home/apt,Real Bed,strict,94115,80,165,750,75,0,0.06,1,2,1,0,0,24,54,329,1,100,0,0
within a few hours,Retiro,Apartment,Entire home/apt,Real Bed,moderate,94110,100,190,750,90,50,0.16,1,4,1,3,0,0,0,0,2,90,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,76,190,750,40,20,1.6,1,3,1,0,21,29,29,29,31,92,0,0
within a day,The Castro,Apartment,Entire home/apt,Real Bed,strict,94114,71,195,750,100,0,0.24,1,2,1,1,0,0,0,243,8,94,0,0
within a day,The Castro,House,Entire home/apt,Real Bed,strict,94114,100,200,750,85,0,2,1,2,1,1,9,9,9,191,2,100,0,0
within a day,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94110,100,200,750,50,50,0.29,1,4,1,2,0,0,0,0,7,97,0,0
within an hour,Noe Valley,House,Entire home/apt,Real Bed,strict,94114,100,204,750,150,25,1.34,1,4,2,2,16,46,76,351,17,95,0,0
within a day,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,100,221,750,125,0,1.27,1,5,1,3,0,0,27,302,74,97,0,1
within a day,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,100,230,750,125,0,1.99,1,6,1,3,0,18,48,323,105,95,0,1
within a day,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,100,249,750,120,50,0.33,1,6,2,3,1,1,1,1,1,100,1,1
within a few hours,Pacific Heights,Condominium,Entire home/apt,Real Bed,strict,94123,61,265,750,195,0,0.8,0.92,4,1,2,16,46,76,351,11,95,0,0
within a day,The Castro,House,Entire home/apt,Real Bed,strict,94114,83,275,750,150,0,1.64,1,4,2.5,2,6,6,6,6,3,100,0,1
within a few hours,Hayes Valley,Condominium,Entire home/apt,Real Bed,moderate,94102,100,289,750,120,40,2.89,1,5,2.5,2,3,3,7,7,55,93,0,1
within a few hours,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94114,60,295,750,110,40,0.69,1,4,1,2,26,50,80,345,8,90,0,0
within a day,Pacific Heights,Apartment,Entire home/apt,Real Bed,moderate,94109,100,300,750,95,30,1.6,0.7,8,2,2,10,40,70,345,78,96,1,1
within a few hours,The Castro,House,Entire home/apt,Real Bed,strict,94110,88,325,750,100,75,0.94,1,4,1,2,12,32,62,329,32,97,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94117,100,350,750,100,50,2.34,1,4,2,2,6,28,58,74,11,95,0,0
within a few hours,Marina,House,Entire home/apt,Real Bed,moderate,94123,100,385,750,50,75,1.72,1,2,1,1,21,44,73,342,7,100,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94115,100,400,750,200,0,0.34,1,5,2,3,9,9,9,222,4,95,1,1
within a day,Marina,Condominium,Entire home/apt,Real Bed,moderate,94123,46,425,750,100,40,0.55,0.9,2,1,1,21,51,77,352,1,100,0,0
within a few hours,North Beach,Apartment,Entire home/apt,Real Bed,strict,94133,100,450,750,175,25,2.38,1,6,2,3,0,0,0,1,5,100,0,0
within a few hours,Tenderloin,Apartment,Entire home/apt,Real Bed,flexible,94109,75,460,750,50,35,0.1,1,6,1,1,28,58,88,363,1,100,0,0
within an hour,Western Addition/NOPA,Condominium,Entire home/apt,Real Bed,strict,94115,100,500,750,120,90,0.27,1,6,1,3,0,23,53,328,3,100,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,100,549,750,175,100,0.12,1,2,1,1,14,44,74,349,4,100,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,100,700,750,180,50,0.05,1,6,2,2,0,0,0,33,1,100,0,0
within a day,Marina,House,Entire home/apt,Real Bed,strict,94123,100,999,750,300,0,0.13,0.5,8,3.5,4,25,49,79,354,6,100,0,0
within a day,Marina,Apartment,Entire home/apt,Real Bed,strict,94123,63,149,800,95,25,1.15,0.8,2,1,1,1,1,1,1,9,94,0,0
within a few hours,Richmond District,House,Entire home/apt,Real Bed,moderate,94118,100,165,800,60,15,5.11,1,4,1,1,3,8,20,34,8,100,0,0
within a few hours,The Castro,House,Entire home/apt,Real Bed,strict,94114,100,175,800,80,20,1.73,0.8,4,1,1,1,6,11,258,102,96,0,1
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,100,225,800,150,50,1.01,0.8,4,1,2,11,23,28,297,9,93,0,0
within an hour,Richmond District,House,Entire home/apt,Real Bed,strict,94118,100,295,800,95,20,4.35,1,4,2,2,9,34,61,336,124,97,0,0
within a few hours,West Portal,House,Entire home/apt,Real Bed,strict,94127,100,309,800,125,25,1.73,1,5,1,2,0,7,37,263,121,97,0,1
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94117,100,395,800,120,10,3.62,1,4,1,2,3,3,3,18,102,96,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,91,400,800,200,0,3.04,0.8,5,1,2,2,8,23,271,58,97,0,0
within an hour,Inner Sunset,House,Entire home/apt,Real Bed,strict,94122,100,412,800,180,35,3.92,1,6,2.5,3,0,3,16,125,44,100,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94117,100,750,800,275,50,3.58,1,8,2,4,11,28,55,141,84,99,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,strict,94107,84,95,800,45,0,1.64,0.85,1,2,1,8,16,46,317,8,83,0,0
within a few hours,Nob Hill,House,Entire home/apt,Real Bed,strict,94108,100,995,800,300,150,0.65,1,9,2.5,4,27,54,84,351,35,85,0,0
within a few hours,Pacific Heights,Apartment,Entire home/apt,Real Bed,strict,94123,61,399,850,299,0,0.32,0.92,4,2,2,4,34,64,339,1,80,0,0
within a day,The Castro,House,Entire home/apt,Real Bed,strict,94114,100,850,850,200,75,1.6,0.6,6,3.5,3,25,52,82,357,37,97,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,100,185,900,100,50,0.3,1,5,2,2,0,15,33,33,3,87,0,0
within a day,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94115,100,300,900,80,25,2.25,0.9,5,1,2,0,5,12,25,12,97,0,0
within an hour,The Castro,House,Entire home/apt,Real Bed,strict,94114,87,460,900,170,15,1.71,1,6,3,3,30,60,90,349,4,95,0,0
within a day,Mission District,Apartment,Private room,Real Bed,moderate,94110,100,50,900,75,0,0.1,1,2,1,1,0,0,1,1,1,100,0,0
within a few hours,Pacific Heights,Condominium,Entire home/apt,Real Bed,strict,94109,100,975,900,300,0,0.37,1,10,3.5,5,3,18,18,18,4,100,0,0
within a day,Twin Peaks,Apartment,Private room,Real Bed,strict,94127,100,100,95,25,20,0.66,0.65,3,1.5,1,0,0,29,29,12,92,0,0
within an hour,Mission District,House,Private room,Real Bed,moderate,94103,99,101,95,35,10,4.31,1,2,2,1,2,23,42,310,127,91,0,0
within an hour,Mission District,House,Private room,Real Bed,moderate,94103,99,105,95,35,10,4.99,1,2,2,1,5,21,42,313,148,93,0,0
within an hour,Haight-Ashbury,Condominium,Private room,Real Bed,moderate,94117,100,110,95,19,25,3.31,1,2,1,1,15,42,69,69,32,99,0,0
within an hour,Visitacion Valley,House,Private room,Real Bed,moderate,94134,100,115,95,10,0,4,1,2,1,1,30,60,90,365,4,95,0,0
within an hour,Richmond District,House,Private room,Real Bed,moderate,94121,100,129,95,8,0,6.1,1,2,1,1,10,18,39,296,59,99,0,0
within a few hours,Outer Sunset,House,Entire home/apt,Real Bed,flexible,94116,80,150,95,65,20,2.38,1,4,1,2,0,3,15,121,17,98,0,0
within a few hours,Noe Valley,House,Private room,Real Bed,moderate,94114,100,158,95,100,20,1.14,0.91,2,1,1,8,30,60,335,14,97,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94117,100,160,95,85,15,0.97,0.9,5,1,1,2,2,2,57,45,95,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,flexible,94110,100,165,95,50,0,3.72,1,2,1,1,3,19,41,131,89,92,0,0
within a few hours,Excelsior,House,Entire home/apt,Real Bed,moderate,94134,92,168,95,55,20,4.7,0.96,6,1,2,1,2,3,4,13,92,0,0
within an hour,Noe Valley,House,Private room,Real Bed,moderate,94131,100,180,95,30,20,1.99,1,2,1,1,24,54,84,359,70,97,0,0
within a few hours,Duboce Triangle,Apartment,Entire home/apt,Real Bed,strict,94114,71,210,95,80,20,1.53,1,4,1,1,2,2,5,55,37,96,0,0
within a day,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94103,73,225,95,75,0,1.27,0.9,3,1,2,2,4,4,4,10,92,0,0
within a few hours,Mission Terrace,House,Private room,Pull-out Sofa,flexible,94112,100,51,95,15,20,2.19,1,2,1.5,1,10,30,59,334,10,86,0,0
within an hour,Parkside,Apartment,Private room,Real Bed,moderate,94116,100,59,95,40,0,1,1,2,1,1,0,0,0,0,1,100,0,0
within a day,Excelsior,House,Private room,Real Bed,flexible,94112,100,65,95,25,0,1,1,2,1,1,5,5,5,5,1,100,0,0
within a few hours,Richmond District,Apartment,Private room,Real Bed,strict,94121,98,70,95,35,0,2.09,0.85,2,1,1,17,17,17,17,19,83,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,flexible,94110,100,71,95,20,0,1,1,2,1,1,0,0,0,0,1,100,0,0
within a day,Outer Sunset,Apartment,Private room,Real Bed,moderate,94116,100,75,95,20,0,1,0.89,1,1,1,29,29,29,29,1,80,0,0
within a day,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94115,94,82,95,30,15,2.71,0.87,2,1,1,7,30,44,44,13,98,0,0
within a day,Haight-Ashbury,Apartment,Private room,Real Bed,flexible,94117,80,85,95,15,0,1.18,0.6,2,1,1,0,0,0,0,2,80,0,0
within an hour,Lakeshore,Apartment,Private room,Real Bed,moderate,94132,100,85,95,25,25,3,1,3,1,1,10,40,70,345,3,100,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,flexible,94103,100,88,95,25,0,2.69,1,2,1,1,5,14,38,38,37,90,0,0
within an hour,Incline Village,Apartment,Private room,Real Bed,strict,94133,100,95,95,60,20,5.95,0.95,2,1,1,1,4,8,267,132,88,0,0
within an hour,Mission District,House,Private room,Real Bed,moderate,94103,99,99,95,35,10,2.76,1,2,2,1,5,23,48,319,81,91,0,0
within an hour,Mission District,House,Private room,Real Bed,moderate,94103,99,99,95,35,10,4.62,1,2,2,1,1,6,31,290,134,93,0,0
within an hour,Visitacion Valley,Apartment,Private room,Real Bed,flexible,94134,100,99,95,5,10,1,1,2,1,1,30,60,90,365,1,100,0,0
within a day,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,85,425,950,125,0,2.13,0.98,6,1,3,9,23,46,315,51,94,0,0
within a few hours,Cole Valley,House,Entire home/apt,Real Bed,strict,94117,91,480,950,125,50,0.29,1,6,2,3,10,18,23,178,4,95,0,0
a few days or more,Parkside,House,Entire home/apt,Real Bed,strict,94116,100,189,975,97,50,0.75,0.3,5,1,2,26,48,78,353,26,81,1,1
within a few hours,Downtown,Apartment,Private room,Real Bed,strict,94109,77,88,98,25,0,2.14,0.9,3,1,1,0,0,1,1,4,80,0,0
within an hour,Potrero Hill,Apartment,Private room,Real Bed,flexible,94107,86,109,99,99,19,0.87,1,2,1,1,0,24,54,144,32,93,1,1
within a few hours,Outer Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,100,110,99,75,15,1.49,1,2,1,0,2,2,4,190,10,96,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94118,100,119,99,55,25,5.6,1,2,1,0,8,31,57,326,42,92,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,moderate,94107,73,119,99,15,25,2.98,0.9,2,2,1,29,58,88,363,14,87,0,0
within a few hours,The Castro,Apartment,Private room,Real Bed,strict,94114,93,124,99,33,19,2.31,1,2,1,1,14,29,51,322,29,97,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,strict,94103,100,129,99,119,49,4.5,1,2,2,1,11,35,57,325,21,80,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94118,100,130,99,65,25,6.3,1,3,1,1,0,1,7,114,46,94,0,0
within a few hours,Marina,Apartment,Private room,Real Bed,flexible,94123,93,144,99,50,0,2.24,1,2,1,1,30,55,85,360,24,95,0,0
within a day,Mission District,House,Private room,Real Bed,strict,94110,100,85,99,20,20,2.5,0.93,2,1,1,1,13,27,299,61,96,0,0
within a day,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,82,279,999,80,25,0.14,0.9,4,2,2,4,6,8,243,6,90,0,0
