host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within a day,Nob Hill,Apartment,Private room,Real Bed,strict,94108,0.76,89,500,0,0,0.16,0.89,2,1,1,2,32,62,337,3,100,0,0
within an hour,Chinatown,Apartment,Entire home/apt,Real Bed,moderate,94108,1,192,250,75,0,4.58,1,2,1,1,5,11,22,90,68,95,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94108,0.76,179,500,0,0,0.9,0.89,3,1,2,16,46,76,351,2,90,0,0
within an hour,Chinatown,Apartment,Private room,Real Bed,strict,94108,1,99,0,20,0,1.71,1,2,1.5,1,0,0,0,0,2,80,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94108,0.76,179,500,0,0,1.2,0.89,3,1,2,26,56,86,361,2,90,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,flexible,94108,0.76,125,500,0,0,0,0.89,2,1,1,0,25,55,330,0,0,0,0
within an hour,Chinatown,Condominium,Entire home/apt,Real Bed,strict,94108,0.61,200,0,150,0,1,1,2,1,0,4,4,9,9,1,80,0,0
within a few hours,Anaheim,Condominium,Entire home/apt,Real Bed,strict,94108,0.78,124,0,0,0,0,1,4,1,1,30,57,87,178,0,0,0,0
within a few hours,Chinatown,Apartment,Entire home/apt,Real Bed,flexible,94133,1,300,500,125,50,2.7,1,6,1,2,6,12,21,277,11,98,0,0
within a few hours,Chinatown,Apartment,Entire home/apt,Real Bed,strict,94108,0.88,159,0,50,0,0.94,1,2,1,0,2,2,9,89,11,91,0,0
a few days or more,Nob Hill,Condominium,Entire home/apt,Real Bed,strict,94108,1,195,0,0,0,0.63,0.33,4,1,0,0,0,0,0,3,100,0,0
within an hour,Anaheim,Apartment,Entire home/apt,Real Bed,strict,94108,0.35,275,0,35,0,0.21,0.98,2,1,1,28,58,88,363,2,100,0,0
within a day,Chinatown,Apartment,Entire home/apt,Real Bed,flexible,94108,0.86,110,0,0,0,0.63,0.75,2,1,0,0,0,0,0,3,90,0,0
within an hour,Chinatown,Apartment,Entire home/apt,Real Bed,strict,94108,0.61,200,0,150,0,1.25,1,4,2,1,9,12,42,42,3,87,0,0
within an hour,Chinatown,Condominium,Entire home/apt,Real Bed,moderate,94108,1,349,0,75,50,3.48,1,4,1.5,2,4,10,22,22,23,95,0,0
within a few hours,Union Square,Apartment,Entire home/apt,Pull-out Sofa,moderate,94108,0.83,169,200,0,0,0.91,1,2,1,0,3,4,4,193,26,90,0,0
within an hour,Nob Hill,Condominium,Entire home/apt,Real Bed,flexible,94108,0.97,125,0,0,0,0,1,4,1,1,1,1,1,1,0,0,0,0
within a few hours,Anaheim,Apartment,Entire home/apt,Real Bed,strict,94108,0.8,259,0,0,0,0.25,0.98,2,1,0,7,10,10,171,7,97,0,0
within a day,Nob Hill,Apartment,Private room,Real Bed,flexible,94108,0.88,85,0,30,0,0.11,0.7,2,1,1,0,0,0,0,5,100,0,0
within an hour,Chinatown,Apartment,Entire home/apt,Real Bed,moderate,94108,1,140,0,60,0,0.48,1,2,1,0,0,0,0,0,2,100,0,0
within an hour,Chinatown,House,Shared room,Real Bed,strict,94108,0.79,29,0,0,0,0.03,1,1,0,1,0,24,54,329,1,100,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,moderate,94108,1,110,100,50,0,0.25,1,2,1,0,0,0,0,0,1,100,0,0
within a day,Nob Hill,Condominium,Entire home/apt,Real Bed,strict,94108,0,115,150,0,0,0,0.67,2,1,0,7,7,7,7,0,0,0,0
within a few hours,Palo Alto,Apartment,Entire home/apt,Real Bed,strict,94108,0.47,156,0,35,0,1.53,1,2,1,0,0,0,0,28,3,90,0,0
within a few hours,Chinatown,Apartment,Entire home/apt,Real Bed,flexible,94108,0.56,160,95,0,0,0,1,3,1,1,1,20,44,44,0,0,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94108,0.76,139,0,0,0,0,0.89,2,1,1,0,0,0,182,0,0,0,0
within an hour,Xinyi,Apartment,Entire home/apt,Real Bed,strict,94108,0.97,150,0,25,25,3.06,0.99,4,1,1,1,3,7,273,15,79,0,0
within a few hours,Chinatown,Apartment,Private room,Real Bed,flexible,94108,0.33,120,0,18,0,1.44,0.9,2,1,1,0,0,26,301,7,91,0,0
within an hour,Palo Alto,Apartment,Entire home/apt,Real Bed,flexible,94108,1,375,0,0,0,0.21,1,4,1,1,0,0,0,147,1,80,0,0
within an hour,Chinatown,Apartment,Entire home/apt,Real Bed,strict,94108,0.61,200,0,150,0,0,1,4,1,1,5,5,11,11,0,0,0,0
within a few hours,East Village,Apartment,Entire home/apt,Real Bed,strict,94108,0.24,187,0,0,0,0,0.92,4,1,1,5,10,40,40,0,0,0,0
within a few hours,East Village,Apartment,Entire home/apt,Real Bed,strict,94108,0.24,187,0,0,0,0,0.92,4,1,1,6,13,41,41,0,0,0,0
within an hour,Upper Rockridge,Apartment,Private room,Real Bed,strict,94133,1,105,300,15,30,4.78,0.99,2,1,1,8,20,35,302,62,85,0,0
within an hour,Nob Hill,Condominium,Entire home/apt,Real Bed,flexible,94108,0.97,125,0,0,0,2,1,4,1,1,0,0,0,0,2,100,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,1,425,500,100,0,2.47,1,4,1,2,0,0,1,1,23,97,0,0
within an hour,North Beach,Apartment,Private room,Real Bed,moderate,94133,1,85,0,25,0,0.28,0.9,1,1,1,7,7,19,294,1,100,0,0
within a few hours,Telegraph Hill,Apartment,Private room,Real Bed,strict,94133,1,105,200,120,0,0,0.94,2,1,1,22,47,70,341,0,0,0,0
within a day,Telegraph Hill,Apartment,Private room,Real Bed,flexible,94133,1,77,0,0,0,6.23,0.78,2,0,1,2,5,8,272,249,85,0,0
a few days or more,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,0.67,300,300,100,60,0.05,0.29,2,1,2,0,5,35,310,1,100,0,0
a few days or more,Telegraph Hill,Apartment,Private room,Real Bed,moderate,94133,0.94,98,0,0,0,0.4,0.4,2,1,1,0,23,53,328,1,100,0,0
within an hour,North Beach,Apartment,Private room,Real Bed,moderate,94133,1,170,0,75,0,1.25,1,1,1,1,13,43,73,307,36,99,0,0
within a day,Telegraph Hill,Condominium,Entire home/apt,Real Bed,strict,94133,0.22,385,500,95,0,1.3,1,4,1.5,2,0,17,47,137,16,100,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,flexible,94133,0.67,380,500,110,0,0.8,1,4,1,1,20,50,80,355,29,95,0,0
a few days or more,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,0.67,300,300,100,60,0.29,0.29,6,1,2,0,5,35,306,10,96,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,0.56,160,0,100,0,1.5,0.89,2,1,1,3,11,19,235,2,100,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,flexible,94133,1,125,300,40,0,1,1,2,1,1,1,1,13,13,1,80,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,0.33,185,0,75,10,0.26,1,2,1,1,2,6,6,6,19,98,0,0
within an hour,Upper Rockridge,Apartment,Private room,Real Bed,strict,94133,1,99,300,15,35,3.05,0.99,2,2,1,5,11,22,290,24,90,0,0
within a few hours,Telegraph Hill,Apartment,Private room,Real Bed,moderate,94133,1,85,200,10,20,1.09,1,2,1,1,6,13,32,32,8,95,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,1,175,0,40,0,4.88,1,2,1,1,15,29,57,57,20,86,0,0
within a day,Telegraph Hill,Apartment,Private room,Futon,moderate,94133,1,89,0,0,0,4.93,0.78,2,1,1,2,7,27,296,228,88,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,1,350,250,100,0,6.84,1,5,1,3,6,10,19,76,13,95,0,0
within a few hours,Telegraph Hill,House,Entire home/apt,Real Bed,strict,94133,0.97,198,0,100,20,3.33,1,4,1,2,15,24,45,304,5,60,0,0
within an hour,North Beach,Apartment,Entire home/apt,Real Bed,flexible,94133,1,122,250,25,0,0,1,2,1,1,0,0,0,0,0,0,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,350,500,125,0,0.67,1,3,1,2,0,25,55,330,9,87,0,0
within a few hours,North Beach,House,Shared room,Real Bed,flexible,94133,0.97,80,0,0,0,3.06,1,1,2,1,0,18,48,323,5,96,0,0
within an hour,Upper Rockridge,Apartment,Private room,Real Bed,strict,94133,1,110,300,15,30,3.63,0.99,2,1,1,6,24,44,319,47,83,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,200,0,75,25,1.74,1,4,1,1,20,36,57,328,81,89,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,0.91,270,0,100,0,1.2,0.82,2,1,1,18,48,78,348,26,98,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,378,300,100,25,4.44,1,6,1,2,7,12,33,297,12,96,0,0
within a few hours,North Beach,House,Shared room,Real Bed,flexible,94133,0.97,80,0,0,0,1.5,1,1,2,1,0,18,48,323,2,80,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,250,300,100,0,5.45,1,4,1,1,7,12,38,309,8,98,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,1,465,500,125,0,4.36,1,5,2,2,9,24,47,157,8,95,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,0.8,225,0,70,0,1.99,1,2,1,1,14,17,17,17,19,97,0,0
within an hour,Upper Rockridge,Apartment,Private room,Real Bed,strict,94133,1,105,300,15,35,4.34,0.99,2,2,1,2,15,29,301,12,93,0,0
within a day,Telegraph Hill,Apartment,Private room,Real Bed,strict,94133,1,222,0,30,35,0.38,1,2,1.5,1,0,0,0,0,10,95,0,0
within a few hours,North Beach,House,Private room,Real Bed,flexible,94133,0,250,0,100,75,0.03,1,2,1,1,0,1,31,306,1,100,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94133,0.78,60,300,30,50,0.36,0.9,4,3.5,1,0,25,55,330,9,89,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94133,0.78,60,300,30,50,0.3,0.9,4,3.5,1,4,4,24,299,8,90,1,1
within an hour,North Beach,Apartment,Private room,Real Bed,strict,94133,1,195,500,80,0,2.96,1,2,1,1,4,16,31,91,75,98,0,0
within a few hours,North Beach,Apartment,Entire home/apt,Real Bed,moderate,94133,1,225,100,30,0,0,1,2,1,1,6,10,10,10,0,0,0,0
within a day,Telegraph Hill,Apartment,Private room,Real Bed,flexible,94133,0.63,65,0,0,0,0,0.6,2,1,1,19,29,29,211,0,0,0,0
within a day,Telegraph Hill,House,Private room,Real Bed,moderate,94133,0.17,149,499,99,199,0.93,1,1,1,1,16,46,76,76,12,98,0,0
within an hour,Telegraph Hill,Apartment,Shared room,Couch,strict,94133,0.76,40,750,5,20,0,1,1,1,1,0,0,0,210,0,0,0,0
within a few hours,North Beach,House,Shared room,Real Bed,flexible,94133,0.97,80,0,0,0,3.06,1,1,2,1,17,29,46,321,5,100,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,0.89,299,0,75,25,1.89,1,2,1,1,21,48,78,83,40,100,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,0.91,400,800,200,0,3.04,0.8,5,1,2,2,8,23,271,58,97,0,0
within an hour,Telegraph Hill,Apartment,Shared room,Real Bed,strict,94133,0.76,50,750,20,30,0,1,3,1,1,0,0,0,0,0,0,0,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94133,0.78,55,300,30,50,0.43,0.9,4,3.5,1,0,4,34,309,12,95,1,1
within a few hours,Telegraph Hill,Apartment,Private room,Real Bed,moderate,94133,0.94,140,500,60,0,1.43,0.9,1,1,1,2,25,45,125,12,97,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,0.83,195,500,65,25,1.15,1,3,1,1,3,3,6,47,8,93,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,173,500,75,0,0.74,1,3,1,1,28,44,74,164,21,94,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,1,160,0,25,30,4.79,1,2,1,1,0,0,0,0,19,93,0,0
within a few hours,Telegraph Hill,Apartment,Private room,Real Bed,moderate,94133,0,110,0,75,0,0,1,2,1,1,0,0,0,0,0,0,0,0
within a few hours,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,275,250,175,20,0.37,1,3,1,3,0,0,24,139,1,80,0,0
within an hour,Union Square,Apartment,Entire home/apt,Real Bed,strict,94133,0.99,195,150,0,0,3.83,1,2,1,1,12,38,68,279,6,100,0,0
within an hour,Telegraph Hill,House,Private room,Real Bed,flexible,94133,1,199,0,75,0,0.57,1,2,1,1,27,57,87,362,7,100,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,0.97,250,500,100,25,3.73,1,5,1,1,8,31,35,35,79,93,0,0
within an hour,Telegraph Hill,Apartment,Private room,Real Bed,strict,94133,0.76,80,750,40,30,0,1,3,1,1,3,3,3,276,0,0,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,215,150,75,25,3.8,1,2,1,0,8,15,34,297,68,98,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,0.76,190,750,40,20,1.6,1,3,1,0,21,29,29,29,31,92,0,0
within an hour,Telegraph Hill,House,Entire home/apt,Real Bed,strict,94133,0.96,550,0,200,0,4.55,1,6,2.5,3,2,17,18,18,5,96,0,0
within a few hours,Kailua,Apartment,Entire home/apt,Real Bed,strict,94133,1,175,500,200,0,0.11,1,5,1,2,0,23,53,328,1,100,0,0
within a few hours,North Beach,House,Private room,Real Bed,moderate,94133,0.97,195,150,25,25,4.4,1,2,1,1,2,5,11,28,37,99,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,150,500,80,50,2.71,1,4,1,0,9,15,36,248,14,90,0,0
within an hour,North Beach,Condominium,Shared room,Pull-out Sofa,moderate,94133,0.88,81,0,25,0,2.11,0.9,1,1,1,30,60,90,90,25,95,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,0.97,325,500,100,30,4.24,1,5,1,2,2,28,32,32,41,98,0,0
within an hour,Telegraph Hill,Apartment,Private room,Real Bed,flexible,94133,1,100,200,30,0,0,1,2,1,1,0,1,4,4,0,0,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94111,0.96,275,200,83,0,2.55,0.93,4,1,2,0,0,0,0,56,90,0,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94111,0.78,60,300,30,50,0.47,0.9,4,3.5,1,12,42,72,347,13,87,1,1
within an hour,Fisherman's Wharf,Apartment,Entire home/apt,Real Bed,strict,94133,1,185,0,65,15,2.53,1,3,1,0,3,16,32,297,25,84,0,0
within an hour,North Beach,Apartment,Entire home/apt,Real Bed,moderate,94133,1,125,250,75,25,1.66,1,2,1,1,18,39,69,285,18,90,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,249,299,139,0,0,0.94,4,1,1,17,43,73,73,0,0,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,0.88,229,500,70,0,1.9,0.8,4,1,1,1,20,46,321,67,95,1,1
within a day,Telegraph Hill,House,Private room,Real Bed,moderate,94133,0.17,149,499,99,199,0.21,1,1,1,1,30,60,90,90,2,100,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,237,0,70,20,4.23,1,4,1,1,5,11,29,286,20,97,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,300,0,80,0,0.41,0.5,3,1,1,2,2,2,13,2,90,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,600,0,120,50,4.38,1,8,1,2,11,22,45,131,146,97,0,1
within an hour,North Beach,Apartment,Entire home/apt,Real Bed,moderate,94109,1,330,0,100,0,3,1,6,1,2,1,3,6,73,134,98,1,1
within a day,Telegraph Hill,Apartment,Private room,Real Bed,strict,94133,1,120,0,20,35,0.56,1,2,1.5,1,0,0,0,0,19,93,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,0.88,199,500,60,25,1.08,0.8,4,1,1,0,0,22,297,42,92,1,1
within an hour,Union Square,Apartment,Entire home/apt,Real Bed,flexible,94133,0.99,185,100,0,0,1,1,2,1,1,2,2,2,22,1,100,0,0
within a few hours,Telegraph Hill,Apartment,Shared room,Real Bed,moderate,94133,0.82,72,0,15,30,2,1,2,1,1,1,4,18,18,2,100,0,0
within a day,North Beach,Apartment,Entire home/apt,Real Bed,moderate,94133,0.75,198,200,125,20,0.11,0.75,2,1,1,7,13,13,196,3,90,0,0
within an hour,North Beach,Apartment,Private room,Real Bed,strict,94133,1,100,0,60,0,0.48,0.9,1,1,1,16,46,76,351,4,95,0,0
within a few hours,North Beach,House,Shared room,Real Bed,flexible,94133,0.97,80,0,0,0,1.36,1,1,2,1,0,17,47,322,2,100,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,0.33,300,0,50,0,1,1,4,1,1,0,0,0,0,1,100,0,0
within an hour,North Beach,Apartment,Entire home/apt,Real Bed,moderate,94133,1,250,0,0,0,1.45,1,2,1,1,0,0,0,12,6,90,0,0
within a day,Fisherman's Wharf,Apartment,Entire home/apt,Real Bed,strict,94133,1,220,0,100,50,0.68,0.5,2,1,1,1,6,10,26,1,100,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,flexible,94133,0.91,149,300,40,0,0,0.72,2,1,0,11,27,52,52,0,0,0,0
within a few hours,Telegraph Hill,Apartment,Private room,Real Bed,flexible,94133,1,85,0,0,40,1.33,1,2,1,1,16,29,59,59,2,90,0,0
within a day,Telegraph Hill,Apartment,Entire home/apt,Real Bed,flexible,94133,0.92,200,500,100,50,0.34,0.7,3,1,1,16,35,62,333,21,85,0,0
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,0.96,195,195,85,20,2.08,1,2,1,1,5,17,28,289,95,95,0,1
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,0.89,279,0,75,25,3.07,1,3,1,1,8,26,49,76,51,96,0,0
within an hour,Wan Chai,Apartment,Entire home/apt,Real Bed,flexible,94133,0.4,499,0,0,0,0,1,2,1,1,29,59,89,364,0,0,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94114,1,550,0,120,65,5.17,1,6,1,2,2,19,32,125,109,96,0,1
within a few hours,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,1,165,500,75,0,0.4,1,3,1,1,28,37,37,81,15,92,0,0
within an hour,Presidio,Apartment,Entire home/apt,Real Bed,flexible,94118,1,110,500,50,0,4.04,1,2,1,0,5,10,20,287,104,97,0,0
within an hour,Nob Hill,Apartment,Private room,Real Bed,moderate,94109,1,69,0,30,0,8.1,1,2,1,1,1,13,34,303,27,90,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94102,0.48,217,0,0,50,0.32,1,4,1,0,13,24,54,54,11,96,0,0
within a day,Nob Hill,Apartment,Private room,Pull-out Sofa,flexible,94109,1,100,0,0,0,1.33,0.5,2,1,1,0,0,0,0,5,100,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,flexible,94109,0,127,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
within a day,Nob Hill,Condominium,Entire home/apt,Real Bed,flexible,94108,0.64,190,0,80,0,0.56,0.7,2,1,0,12,34,64,339,1,100,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,flexible,94133,1,210,100,80,0,1.72,0.9,3,1,1,1,2,2,2,18,94,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,moderate,94109,0.92,200,250,45,100,2.9,0.8,2,1,1,10,11,11,269,69,96,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94109,0.8,218,200,75,0,0.33,1,2,1,1,6,7,9,196,11,100,0,0
within a few hours,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94109,1,190,0,30,0,2.55,1,2,1,0,26,26,26,72,43,89,0,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,flexible,94109,1,100,300,50,20,2,1,2,1,1,0,0,13,284,2,100,0,0
within an hour,Nob Hill,Condominium,Private room,Airbed,strict,94133,1,130,0,35,0,9.39,1,2,2.5,1,0,4,14,91,98,98,0,0
within an hour,Nob Hill,Apartment,Private room,Real Bed,flexible,94109,0.91,99,0,50,0,1.82,1,2,2,1,0,0,0,0,2,80,0,0
within an hour,Nob Hill,House,Private room,Real Bed,moderate,94109,1,145,100,55,0,1,1,2,2.5,1,29,59,89,179,1,80,0,0
within a few hours,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94109,1,250,200,100,0,0.21,1,4,1,2,0,0,2,4,5,96,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,moderate,94108,1,100,200,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,moderate,94109,0.75,135,250,50,30,1.88,0.9,2,1,1,0,0,6,6,9,100,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,0.99,75,100,65,25,2.14,0.99,2,6,1,18,48,78,353,3,67,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,flexible,94109,1,119,0,50,0,0,1,2,1,1,0,0,0,0,0,0,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94108,1,160,0,45,0,0.72,1,2,1,1,0,0,0,197,2,80,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94108,1,190,0,60,50,4.79,0.94,4,1,1,9,17,37,121,26,87,0,0
within an hour,Miami Beach,Apartment,Entire home/apt,Real Bed,strict,94108,0.68,139,0,0,0,0,1,2,1,0,0,0,0,56,0,0,0,0
within an hour,Nob Hill,House,Private room,Real Bed,moderate,94109,1,145,100,55,0,1,1,2,2.5,1,24,45,75,165,1,100,0,0
within a few hours,Nob Hill,Apartment,Entire home/apt,Real Bed,moderate,94109,1,175,500,60,0,0,1,3,1,1,13,13,13,13,0,0,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,0.99,75,100,65,25,0,0.99,2,6,1,30,60,90,365,0,0,0,0
within an hour,Nob Hill,House,Private room,Real Bed,strict,94109,0.99,75,100,65,25,0.77,0.99,2,6,1,21,51,81,356,3,33,0,0
within a few hours,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94109,1,199,0,50,0,0.33,1,3,1,0,0,0,0,0,6,100,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94109,0.92,255,200,108,0,0.12,0.93,5,1,2,0,0,0,0,4,99,0,0
within an hour,Miami Beach,Apartment,Entire home/apt,Real Bed,strict,94108,0.68,139,0,0,0,0,1,2,1,0,0,0,0,47,0,0,0,0
within an hour,Incline Village,Apartment,Private room,Real Bed,strict,94133,1,95,95,60,20,5.95,0.95,2,1,1,1,4,8,267,132,88,0,0
within an hour,Nob Hill,Condominium,Entire home/apt,Real Bed,strict,94108,1,365,500,125,0,2.86,1,5,1.5,3,5,13,22,265,4,100,0,0
within an hour,Nob Hill,House,Private room,Real Bed,moderate,94109,1,185,0,55,20,3.08,1,2,1.5,1,12,34,59,144,38,98,0,0
within an hour,Nob Hill,Apartment,Private room,Real Bed,moderate,94109,0.99,199,100,65,0,2.79,0.98,2,1,1,14,42,68,339,39,88,0,0
within an hour,Nob Hill,Apartment,Private room,Real Bed,moderate,94133,1,160,0,0,0,3.54,1,2,1,1,6,26,50,50,28,94,0,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,flexible,94109,1,80,300,50,0,1,1,1,1,1,0,5,13,217,1,80,0,0
within an hour,Nob Hill,House,Private room,Real Bed,moderate,94109,1,95,100,55,0,0,1,1,2.5,1,22,52,82,82,0,0,0,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,strict,94109,1,130,200,50,20,0.92,1,2,1,1,10,21,30,298,14,93,0,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,flexible,94109,1,100,300,50,20,2.21,1,2,1,1,3,10,37,308,5,100,0,0
within a day,Nob Hill,Condominium,Entire home/apt,Real Bed,strict,94109,0.74,200,450,100,0,3.26,0.79,3,1,0,7,12,40,315,29,90,0,0
within a few hours,Nob Hill,Apartment,Entire home/apt,Real Bed,flexible,94109,1,150,0,0,0,1.69,0.94,2,1,0,0,4,4,4,11,98,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,moderate,94109,1,175,0,50,0,4.14,1,2,1,1,1,4,4,4,36,92,0,0
within an hour,Nob Hill,House,Entire home/apt,Real Bed,moderate,94133,0.94,250,0,125,0,1.26,1,4,1,2,4,14,23,34,5,95,0,0
within an hour,Nob Hill,Apartment,Private room,Real Bed,moderate,94109,0.91,99,0,50,0,1,1,2,2,1,18,48,78,78,1,100,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94109,0.9,115,0,0,0,0.81,0.6,2,1,1,9,21,29,297,1,100,0,0
within a day,Nob Hill,Apartment,Private room,Real Bed,flexible,94108,0.75,82,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0
within a day,Nob Hill,Apartment,Private room,Real Bed,flexible,94109,0.67,200,0,0,25,0.27,0.89,2,1,1,27,57,87,362,3,87,0,0
within a day,Nob Hill,Apartment,Private room,Real Bed,strict,94133,0.45,150,0,50,0,0,0.9,2,1,1,0,0,0,147,0,0,0,0
